Affiliate program,Promotion name,Start Date,End Date,Description (for affiliate),Description (for customer),Coupon code,Landing Page,Benefits & Tools
craftup.ro ,Reduceri de pana la -66% la ambalaje de cadou si accesorii produse handmade,2026-03-08 22:00:00 UTC,2026-09-30 20:45:00 UTC,Oferta este valabila in limita stocului disponibil!,"Reduceri de pana la -66% la produsele tale preferate! 🎨
Este momentul perfect sa iti refaci stocurile sau sa gasesti ambalajul ideal pentru cadourile tale. Am pregatit o selectie de produse pentru impachetat, accesorii handmade si organizare, acum la preturi mult mai mici.
Ce poti gasi in oferta noastra:
Pungi si sacose de hartie: Diverse culori (roz, albastru, kraft) ideale pentru cadouri elegante.
* *Ambalaje textile: Saculeti din tesatura cu sfoara (set 50 buc), perfecti pentru marturii sau bijuterii.
Etichete: Rola de 500 stickere ""Thank you"" sau ""Handmade"" si etichete din carton pentru un aspect profesional.
Cutii si organizare: Cutii din hartie cu sertar sau cutii transparente din plastic.
* *Accesorii: Magneti, benzi satinate colorate si sticlute reutilizabile cu spray sau roll-on.
Oferta este valabila in limita stocului disponibil! Preturile incep de la doar 0,69 lei.

Nu mai sta pe ganduri si profita de preturile speciale pentru a oferi proiectelor tale acea nota finala impecabila.",,https://craftup.ro/collections/oferte,
moftcollection.ro/ ,Pana la -75% la huse silicon Iphone + CADOU la fiecare comanda,2026-03-05 22:00:00 UTC,2026-08-31 20:45:00 UTC,Pana la 75% la husele din silicon Iphone,"Pana la -75% la huse silicon Iphone + CADOU la fiecare comanda. Gasesti modele de huse din silicon pentru Iphone precum: 8, 8 PLUS, 16, 16E, 16 PLUS, 16 PRO, 16 PRO MAX, 17, 17 AIR, 17 PRO, 17 PRO MAX,12 PRO MAX, 13, 13 PRO, 13 MINI, 13 PRO MAX,14 PRO, 14 PRO MAX, 14 PLUS 15, 15 PRO, 15 PLUS si multe altele. ",,https://moftcollection.ro/collections/oferta-limitata,
kfea.ro,Happy Spring Sale la Kfea.ro!,2026-02-28 22:00:00 UTC,2026-05-31 20:45:00 UTC,"Dragi afiliați,

Am dat startul campaniei de reduceri de primăvară la Kfea.ro - Happy Spring Sale. Campania include cafele boabe, capsule, cafea măcinată, dar și produse complementare dedicate preparării și consumului de cafea. Reducerile sunt aplicate direct pe site, fără condiții complicate, iar selecția de produse este actualizată pe toată durata campaniei.

De asemenea, în perioada 1-8 martie, desfășurăm o campanie cu cod de reducere MARTISOR5, exclusiv online pe kfea.ro, valabil pentru comenzile de minimum 150 lei, care conțin cel puțin un produs Etolia..

Am încărcat și bannerele dedicate.

Spor la conversii,
Echipa Kfea.ro","Odată cu venirea primăverii, Kfea.ro dă startul campaniei de primăvară Happy Spring Sale și oferă pasionaților de cafea reduceri de până la 50% la o selecție extinsă de produse.

Începe-ți dimineața cu „cea mai bună cafea”. Poți alege din zeci de sortimente de la cele mai cunoscute branduri din industrie. Vei găsi aici cafea la reducere, promoții la aparate de cafea sau produse complementare.

Ai TRANSPORT GRATUIT la comenzi de peste 99.99 lei, cu livrare în orice Easybox la nivel național sau la achiziționarea oricărei pungi de Etolia cafea proaspăt prăjită la 1kg.

În perioada 1-8 Martie, folosește codul MARTISOR5 și bucură-te de o reducere la orice comandă de minimum 150 lei, care conține cel puțin un produs Etolia.

Pentru detalii, vizitează-ne site-ul sau scrie-ne și îți vom răspunde în cel mai scurt timp!","",https://kfea.ro/spring-sale,Special Banners
fitlife.ro,Spring Sale - până la 70% reducere,2026-02-28 22:00:00 UTC,2026-05-30 21:00:00 UTC,Bannere campanie disponibile.,"Reduceri de Primăvară – Echipamente Fitness la Prețuri Speciale
Primăvara este momentul ideal pentru un nou început. Zilele devin mai lungi, energia crește, iar motivația pentru mișcare revine. În această perioadă lansăm Reducerile de Primăvară, o selecție specială de echipamente fitness pentru acasă și pentru săli de fitness, disponibile la prețuri promoționale.

Fie că îți dorești să îți amenajezi propria zonă de antrenament sau să îți modernizezi sala de fitness, acum este momentul potrivit să investești în echipamente performante. În această categorie găsești aparate cardio, echipamente de forță și accesorii esențiale pentru antrenamente complete, concepute pentru a te ajuta să îți atingi obiectivele mai rapid și mai eficient.

Primăvara este perioada în care se construiesc rezultatele pentru vară. Cu antrenamente constante și echipamentele potrivite, îți poți îmbunătăți condiția fizică, rezistența și tonusul muscular înainte de sezonul concediilor.

Profită de Reducerile de Primăvară și descoperă echipamente fitness de calitate, potrivite atât pentru antrenamentele de acasă, cât și pentru utilizare profesională în săli de fitness.

Alege Fitlife - pasiune pentru sport, importator și distribuitor direct în România.",,https://fitlife.ro/spring-sale,Special Banners
112coffee.com,10% DISCOUNT on first coffee order,2026-02-17 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Hello,
We would like to inform you that we have an ongoing campaign on our website dedicated to new customers.
We offer 10% off the first order upon newsletter subscription.
Details:
– The discount applies only to coffees that are not already on promotion
– Valid for an unlimited period
– One-time use per newly registered email address
This is a permanent offer designed to support first-time conversions.
","We’ve got something special for you.
Subscribe to our newsletter and enjoy 10% discount on your first order of specialty coffee.
✔ Valid on all coffees not already discounted
✔ Available for an unlimited time
✔ One-time use per newly registered email
It’s the perfect excuse to discover your next favorite origin.
Join, sip, and enjoy the difference.",,https://112coffee.com,
advertisertest.eu/production/test944,testCampaign,2026-02-09 22:00:00 UTC,2027-03-31 21:00:00 UTC,asd,asd,123,,Bonuses & Special Banners & Special Product Feed & Challenges
femieko.ro,Provocarea Femieko 2026 – Câștigă premii și comision de 19%!,2026-01-31 22:00:00 UTC,2026-12-30 22:00:00 UTC,"Instructions for Marketers:

Obiectiv: Generarea de comenzi pe website-ul Femieko prin campanii digitale (ads, email marketing, social media).

Comision: 19% pentru fiecare comandă realizată.

Coduri de reducere: Disponibile la cerere; trebuie integrate în campanii pentru a crește conversiile.

Produse pentru testare: Disponibile pentru marketeri, pentru a crea conținut și pentru promovare.

Provocări:

Provocarea anuală – premii pentru cei care generează 1.500 – 3.000 de comenzi (detalii mai sus).

Perks suplimentare: Prioritate la bonusuri și premii speciale.

Formate recomandate: Bannere, posts social media, stories, video scurt pentru testare produs, email newsletters.

Hashtags sugerate: #Femieko #FemiEkoLove #ProvocareaFemiEko2026","Cum funcționează:

Fiecare comandă generată îți aduce 19% comision.

Folosește coduri de reducere și produse pentru testare pentru a-ți motiva comunitatea.

Cu cât vinzi mai mult, cu atât mai aproape ești de premiile extraordinare!

Premiile mari:
🏆 Locul 1 – 3.000 comenzi → Experiență nordică în Copenhaga + 1.000€ cash
🥈 Locul 2 – 2.000 comenzi → Voucher 1.000€ MyGeisha + Voucher 300€ Femieko
🥉 Locul 3 – 1.500 comenzi → Voucher 500€ MyGeisha + Voucher 300€ Femieko

Extras:

Produse pentru testare pentru tine și comunitatea ta.

Prioritate la bonusuri și premii speciale.

📩 Vrei cod de reducere sau produse pentru testare? Scrie-ne și te ajutăm!

Hai să transformăm 2026 într-un an profitabil și plin de premii pentru tine și comunitatea ta!","",https://femieko.ro,Bonuses & Special Product Feed & Challenges
labelshop.ro ,Profita acum de reduceri intre 5% si 15% la echipamente si consumabile!,2025-11-30 05:00:00 UTC,2030-12-31 21:00:00 UTC,Added banners,"Echipamentele – imprimante de etichete 🖨️, cititoare de coduri de bare 📡, aplicatoare 🔧 și accesorii – vor avea prețuri speciale pentru cei care vor să își modernizeze infrastructura la un cost redus.",,https://www.labelshop.ro/promotii,Special Banners
regata.ro/ ,Cupon reducere 5%,2025-07-24 22:00:00 UTC,2030-12-31 21:00:00 UTC,Cupon reducere 5% la toate produsele din site,Cupon reducere 5% la toate produsele din site,REGATA5,https://regata.ro/,
otter.ro,Flash Sale,2025-06-30 22:00:00 UTC,2030-12-31 21:00:00 UTC,"Profită de reduceri fulger în Flash Sale-ul Otter, de luni pana vineri, intre 10-13! Încălțăminte și accesorii la prețuri masiv reduse.","Profită de reduceri fulger în Flash Sale-ul Otter, de luni pana vineri, intre 10-13! Încălțăminte și accesorii la prețuri masiv reduse.",,https://www.otter.ro/flashsale,
nobilacasa.ro,REDUCERI COMBO,2025-04-14 21:00:00 UTC,2026-12-31 21:00:00 UTC,"Am lansat campania REDUCERI COMBO – o oportunitate perfectă pentru a crește vânzările rapid și eficient!
🔸 Ce înseamnă Reduceri Combo? Produsele preferate de clienți sunt acum disponibile la prețuri mai mici atunci când sunt cumpărate împreună!
După lansare, am avut un interes crescut: clienții profită din plin de aceste oferte și adaugă în coș produse populare, dar mai avantajoase ca preț.
Campaniei REDUCERI COMBO – este o soluție simplă și eficientă pentru a crește valoarea coșului de cumpărături.
Link: https://www.nobilacasa.ro/sale/reduceri-combo
Oferta este valabilă doar Online în limita stocului disponibil și nu se cumulează cu alte coduri sau vouchere active!","REDUCERI COMBO-Cumpără în combo, economisește și bucură-te de cele mai iubite produse, la preț redus!
Alege bestseller-urile noastre în combo – produsele populare acum sunt mai ieftine împreună!
Oferta este valabilă doar Online în limita stocului disponibil și nu se cumulează cu alte coduri sau vouchere active!
Link: Link: https://www.nobilacasa.ro/sale/reduceri-combo",,https://www.nobilacasa.ro/sale/reduceri-combo,
bookzone.ro ,Nou pe bookzone.ro: 1200 de titluri în engleză – Un adevărat festin literar!,2024-12-29 22:00:00 UTC,2026-12-31 22:00:00 UTC,"Pe bookzone.ro găsești 1200 de titluri în engleză. Aceste cărți acoperă o gamă variată de genuri, de la ficțiune la non-ficțiune. Acesta este doar începutul – vom continua să extindem oferta în limba engleză în perioada următoare.","Pe bookzone.ro găsești 1200 de titluri în engleză. Aceste cărți acoperă o gamă variată de genuri, de la ficțiune la non-ficțiune. Acesta este doar începutul – vom continua să extindem oferta în limba engleză în perioada următoare.",,https://bookzone.ro/carti/carti-in-limba-engleza,
fara-daunatori.ro,Oferta 1+1,2024-05-28 08:00:00 UTC,2027-02-28 18:00:00 UTC,Oferta 1+1,Oferta 1+1,,https://www.fara-daunatori.ro/search/oferta/?q=oferta,
sneakerit.ro,Sale,2024-03-08 04:00:00 UTC,2029-03-08 04:00:00 UTC,Toate produsele reduse de pe sneakerit.ro,,,https://www.sneakerit.ro/sale,Special Banners
vidaxl.bg ,10% намаление,2022-11-14 05:00:00 UTC,2029-12-30 16:00:00 UTC,"Винаги има перфектна оферта за вас; просто следете ежемесечно актуализираната ни страница с оферти, която можете да намерите в долния колонтитул на главната страница.

Използвайте промоционалния код OFERTI01 при плащане, за да получите допълнителна отстъпка от 10%. Кодът е приложим само за всички продукти, видими на страницата с оферти, без минимална стойност на поръчката.",,,https://www.vidaxl.bg/campaign-s-oferti,
vidaxl.bg ,Абонирайте се за нашия бюлетин днес & получавате отстъпка от 10 лв. при регистрация!,2022-07-31 16:00:00 UTC,2029-12-31 16:00:00 UTC,"Страхотни бонуси за присъединяване към общността на vidaXL:

> бъдете първите, които ще научат за нашите нови оферти

> получавате отстъпка от 10 лв. при регистрация

> ползвайте ексклузивни отстъпки

> получавайте актуална информация за най-новите ни предложения

> черпете вдъхновение от най-новите тенденции, стилове и публикации в блога чрез нашите седмични бюлетини",,,https://www.vidaxl.bg/subscribe-to-newsletter.html,
vidaxl.ro,Abonează-te la newsletterul nostru az & beneficiază de o reducere de 25Lei la înscriere!,2022-07-31 16:00:00 UTC,2028-12-31 16:00:00 UTC,"Beneficii mari pentru a te alătura comunității vidaXL:

> fii primul care află despre noile noastre oferte

> beneficiază de o reducere de 25Lei la înscriere

> bucură-te de reduceri exclusive

> fii la curent cu cele mai noi articole

> inspiră-te din cele mai noi tendințe, stiluri și postări de blog prin newsletterele noastre săptămânale",,,https://www.vidaxl.ro/subscribe-to-newsletter.html,
vidaxl.ro,Deals Page: Reduceri de 10% prin codul OFERTE01,2021-08-19 14:00:00 UTC,2029-12-30 16:00:00 UTC,"Există o ofertă perfectă pentru tine; doar fii cu ochii pe Pagina de Oferte pe care o actualizăm lunar și care poate fi găsită în subsolul paginii principale.

Folosește codul promoțional OFERTE01 la finalizarea comenzii pentru a primi o reducere suplimentară de 10%.Codul poate fi folosit doar pentru toate produsele vizibile pe Pagina de Oferte și fără o valoare minimă a comenzii.",,,https://www.vidaxl.ro/campaign-s-oferte,
